Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Jade,89407136,20,84,0,No,0,0,0,0,0,Yes,14921414,12296414,12,1,16,Yes,18779613,12295863,14,4,25,Yes,20294244,12323616,14,1,23,Yes,18443560,12329576,8,1,13,Yes,16968305,12330716,5,0,7
Lionpride97,94819603,22,91,1,No,320853,320853,0,1,0,Yes,16483138,13233138,12,1,18,Yes,19537745,13232745,14,4,24,Yes,20028524,13233990,14,1,21,Yes,21089812,13233990,13,0,19,Yes,17359531,13244055,8,0,9
Rodger,105988451,13,106,0,Yes,16268631,12868631,14,1,25,Yes,15805920,12805920,11,1,16,Yes,19297990,12814240,14,4,25,Yes,19183844,12815873,14,1,19,Yes,17977692,12813602,9,0,14,Yes,17454374,12816785,5,0,7
STPunisher,101841309,30,117,5,Yes,16129310,13129310,14,1,24,Yes,16394066,13144066,13,1,18,Yes,19798811,13152561,15,4,26,No,14582760,5436038,17,1,29,Yes,17553468,13157191,10,1,14,Yes,17382894,13159924,5,0,6
B to the Rian,109544181,5,117,0,Yes,16083312,12683312,14,0,25,Yes,15818461,12693461,13,1,17,Yes,19003212,12698212,14,3,24,Yes,21506847,12701375,15,1,27,Yes,19799663,12698491,10,0,17,Yes,17332686,12695097,5,0,7
Климент Б,110502995,14,110,0,Yes,14541390,12941390,8,0,13,Yes,16189209,12939209,12,1,18,Yes,19427561,12943811,14,3,25,Yes,21768764,12963292,15,1,27,Yes,20559045,12964279,11,0,19,Yes,18017026,12964818,5,0,8
The Fallen,112813856,24,121,0,Yes,16222984,12922984,14,1,24,Yes,16048716,12923716,12,1,17,Yes,19410733,12926983,14,3,25,Yes,20566509,12926975,14,1,22,Yes,20832877,12930986,12,1,20,Yes,19732037,12929216,8,0,13
Mace Marauder,65839128,15,56,0,Yes,16454132,13454132,14,1,24,Yes,16954234,13454234,13,1,20,No,0,0,0,0,0,No,162699,162699,0,1,0,Yes,13454365,13454365,0,2,0,Yes,18813698,13454365,8,0,12
Marl Jewel,92188760,15,84,0,No,248304,248304,0,1,0,Yes,16351026,13101026,11,1,18,Yes,19409106,13104106,14,4,24,Yes,21148011,13110352,14,1,24,Yes,19031271,13112531,9,0,13,Yes,16001042,13114066,3,0,5
mini mojo2,108336263,14,111,0,Yes,15319579,12719579,11,1,20,Yes,16469579,12719579,12,1,19,Yes,18520829,12719579,14,4,24,Yes,21537003,12731531,15,1,27,Yes,19366603,12759025,10,1,15,Yes,17122670,12792206,4,0,6
BLUE POGO,103470627,13,122,0,No,7136548,3836548,14,1,24,Yes,16604739,13229739,13,1,19,Yes,19039529,13238279,14,4,24,Yes,21759068,13227815,15,1,26,Yes,19614516,13235088,12,1,18,Yes,19316227,13235150,7,0,11
Cliquor,99147904,24,98,0,No,384876,384876,0,1,0,Yes,16849945,13474945,12,1,19,Yes,19959584,13475834,14,4,25,Yes,22005586,13474333,15,1,26,Yes,20798619,13478072,12,1,18,Yes,19149294,13482836,7,0,10
Raynorel,124732637,31,142,0,Yes,17278676,14078676,14,1,23,Yes,17078676,14078676,14,1,19,Yes,20903676,14078676,15,4,27,Yes,23379606,14080540,16,1,29,Yes,22625742,14081082,14,2,24,Yes,23466261,14083589,12,0,20
Legion of Boom,93907080,36,89,0,No,354174,354174,0,1,0,Yes,16049265,12924265,12,1,17,Yes,18731054,12929804,14,4,24,Yes,21735774,12930302,15,1,27,Yes,19045450,12931466,10,1,13,Yes,17991363,12939155,5,0,8
Ob1kin0be,88076343,25,91,3,No,2754738,1954738,3,0,2,Yes,16063270,12688270,11,1,16,Yes,19174478,12690728,14,4,25,No,12730833,4451455,15,1,24,Yes,19299179,12691601,11,0,15,Yes,18053845,12694512,6,0,9
Scarif Moses,117320018,124,121,0,Yes,17270796,13870796,14,1,25,Yes,17370120,13870120,14,1,20,Yes,19602883,13980383,15,4,23,Yes,21904545,13866886,15,1,24,Yes,21205492,13884945,11,2,18,Yes,19966182,13885105,7,0,11
Wagz,86749635,54,93,4,No,1225093,1225093,0,1,0,No,7377324,3627324,12,1,19,Yes,19526775,13043025,14,4,25,Yes,20367715,13043025,14,1,24,Yes,20150834,13049662,11,1,17,Yes,18101894,13049686,5,0,8
Marka Ragnos Σ,123310532,75,134,0,Yes,17412606,14412606,14,1,24,Yes,18157214,14407214,14,1,22,Yes,21057362,14411112,15,4,26,Yes,22231087,14412803,15,1,26,Yes,22814276,14418791,13,2,22,Yes,21637987,14420547,8,0,14
Jsmith9090,97671036,75,110,11,Yes,15611890,12611890,14,0,24,No,7557316,4307316,12,1,18,Yes,18895377,12590377,14,4,24,Yes,21594226,12599848,17,1,26,Yes,17054144,12607411,8,0,9,Yes,16958083,12627619,6,0,9
Lhysa,107552847,30,119,0,Yes,15509287,12609287,14,0,23,Yes,15359485,12609485,12,1,17,Yes,19434530,12609530,15,4,27,Yes,19934320,12609630,14,1,24,Yes,18924061,12772783,11,0,18,Yes,18391164,12617212,6,0,10
KingChris,91137057,32,79,1,No,371680,371680,0,1,0,Yes,15810776,13060776,9,1,14,Yes,19549304,13065554,14,4,25,Yes,21692276,13065554,15,1,26,Yes,15988534,13064264,6,1,7,Yes,17724487,13086898,5,0,7
Rosey,91463224,32,82,0,No,125206,125206,0,0,0,Yes,15872127,12747127,12,1,17,Yes,19054542,12749542,14,3,24,Yes,20444571,12748162,15,1,22,Yes,18873376,12759392,11,1,13,Yes,17093402,12762938,5,0,6
Lamplighter,111844191,23,119,0,Yes,16263743,13263743,14,0,24,Yes,16884452,13259452,14,1,21,Yes,18720923,13260923,14,4,22,Yes,20532122,13262276,14,1,24,Yes,20811770,13271848,13,0,19,Yes,18631181,13271848,6,0,9
Soup888,105212113,18,88,0,Yes,13553759,12953759,4,1,6,Yes,15955277,12955277,12,1,16,Yes,18241998,12960748,14,4,21,Yes,19976602,12962693,14,1,22,Yes,19573177,12965599,11,1,15,Yes,17911300,12966586,6,0,8
Rolfey81,95375787,23,105,0,No,5690491,3090491,11,1,20,Yes,16261529,13011529,13,1,18,Yes,19325064,13020064,14,4,24,Yes,20564129,13020064,15,1,25,Yes,17719245,13024618,10,1,13,Yes,15815329,13035847,5,0,5
Leroy Jenkins,109419581,31,115,0,Yes,15980945,12980945,14,0,24,Yes,16356407,12981407,12,1,19,Yes,19290449,12985449,14,3,24,Yes,21790921,12985449,15,1,27,Yes,18377755,12985515,12,0,14,Yes,17623104,12985515,7,0,7
